unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
wh2_dlc09_tmb_inf_nehekhara_warriors_ror		1	melee_infantry	1	False	wh2_dlc09_tmb_inf_nehekhara_warriors_ror	240	1	950	wh_main_shp_transport	1	1	120	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword_dual	2	False	tmb_skeleton_warriors		False	_drum	950	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	True	wh_main_vo_actor_default	0	False	False	1	False	False		0	True	1	True
wh2_dlc09_tmb_inf_skeleton_archers_0		0	missile_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_archers_0	240	0	425	wh_main_shp_transport	1	1	120	0	0	light		0	True	wh2_dlc09_vo_culture_Tomb_Kings	missile_infantry_bow	1	False	tmb_tomb_guard		False		50	375	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_inf_skeleton_archers_ror		1	missile_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_archers_ror	240	1	625	wh_main_shp_transport	1	1	120	0	0	light		0	True	wh2_dlc09_vo_culture_Tomb_Kings	missile_infantry_bow	2	False	tmb_tomb_guard		False		50	575	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	True	wh_main_vo_actor_default	0	False	False	1	False	False		0	True	1	True
wh2_dlc09_tmb_inf_skeleton_spearmen_0		-1	melee_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_spearmen_0	320	0	325	wh_main_shp_transport	1	1	160	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings	infantry_spear	1	False	tmb_skeleton_warriors		False		325	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_inf_skeleton_spearmen_ror		1	melee_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_spearmen_ror	320	1	550	wh_main_shp_transport	1	1	160	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings	infantry_spear	2	False	tmb_skeleton_warriors		False		550	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	True	wh_main_vo_actor_default	0	False	False	1	False	False		0	True	1	True
wh2_dlc09_tmb_inf_skeleton_warriors_0		-1	melee_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_warriors_0	320	0	300	wh_main_shp_transport	1	1	160	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	1	False	tmb_skeleton_warriors		False		300	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned		-1	melee_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned	400	0	0	wh_main_shp_transport	1	1	200	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	1	False	tmb_skeleton_warriors		False		200	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	0	False	False		0	True	1	False
wh2_dlc09_tmb_inf_tomb_guard_0		0	melee_infantry	1	False	wh2_dlc09_tmb_inf_tomb_guard_0	240	0	750	wh_main_shp_transport	1	1	120	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	2	False	tmb_tomb_guard		False		750	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_inf_tomb_guard_1		0	melee_infantry	1	False	wh2_dlc09_tmb_inf_tomb_guard_1	240	0	850	wh_main_shp_transport	1	1	120	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings	infantry_spear_halberd	2	False	tmb_tomb_guard		False		850	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_inf_tomb_guard_ror		1	melee_infantry	2	False	wh2_dlc09_tmb_inf_tomb_guard_ror	240	1	1100	wh_main_shp_transport	1	1	120	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword_dual	3	False	tmb_tomb_guard		False		1050	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	True	wh_main_vo_actor_default	0	False	False	1	False	False		0	True	1	True
wh2_dlc09_tmb_mon_carrion_0		0	war_beast	1	False	wh2_dlc09_tmb_mon_carrion_0	48	0	350	wh_main_shp_transport	1	1	24	0	0	heavy		0	True	wh2_dlc09_vo_culture_Carrion	wh2_dlc09_tmb_carrion	1	False	tmb_carrion		False		350	0	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_mon_carrion_ror		1	war_beast	1	False	wh2_dlc09_tmb_mon_carrion_ror	20	1	450	wh_main_shp_transport	1	1	10	0	0	heavy		0	True	wh2_dlc09_vo_culture_Carrion	wh2_dlc09_tmb_carrion	1	False	tmb_carrion		False		500	0	False	vo_culture_None	True	wh_main_vo_actor_default	0	False	False	1	False	False		0	True	1	True
wh2_dlc09_tmb_mon_dire_wolves		0	war_beast	1	False	wh2_dlc09_tmb_mon_dire_wolves	160	0	525	wh_main_shp_transport	1	1	80	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings_Dire_Wolf	war_beast	2	False	vamp_dire_wolf		False		600	0	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_mon_fell_bats		0	war_beast	1	False	wh2_dlc09_tmb_mon_fell_bats	120	0	375	wh_main_shp_transport	1	1	80	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings_Fell_Bat	vmp_fell_bats	1	False	vamp_fell_bat		False		450	0	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_mon_sepulchral_stalkers_0		0	monstrous_infantry	2	False	wh2_dlc09_tmb_mon_sepulchral_stalkers_0	32	0	1200	wh_main_shp_transport	1	1	12	0	0	heavy		0	True	wh2_dlc09_vo_culture_Sepulchral_Stalker	wh2_dlc09_tmb_sepulchral_stalkers	3	False	tmb_stalkers		False		1080	120	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_mon_sepulchral_stalkers_ror		1	monstrous_infantry	2	False	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror	32	1	1400	wh_main_shp_transport	1	1	12	0	0	heavy		0	True	wh2_dlc09_vo_culture_Sepulchral_Stalker	wh2_dlc09_tmb_sepulchral_stalkers	3	False	tmb_stalkers		False		1200	200	False	vo_culture_None	True	wh_main_vo_actor_default	0	False	False	1	False	False		0	True	1	True
wh2_dlc09_tmb_mon_ushabti_0		0	monstrous_infantry	1	False	wh2_dlc09_tmb_mon_ushabti_0	32	0	900	wh_main_shp_transport	1	1	16	0	0	heavy		0	True	wh2_dlc09_vo_culture_Ushabti	wh2_dlc09_tmb_ushabti	2	False	tmb_ushabti		False		900	0	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_mon_ushabti_0_summoned		-1	monstrous_infantry	2	False	wh2_dlc09_tmb_mon_ushabti_0_summoned	32	0	0	wh_main_shp_transport	1	1	16	0	0	heavy		0	True	wh2_dlc09_vo_culture_Ushabti	wh2_dlc09_tmb_ushabti	2	False	tmb_ushabti		False		450	0	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	0	False	False		0	True	1	False
wh2_dlc09_tmb_mon_ushabti_1		0	monstrous_infantry	2	False	wh2_dlc09_tmb_mon_ushabti_1	24	0	1100	wh_main_shp_transport	1	1	12	0	0	heavy		0	True	wh2_dlc09_vo_culture_Ushabti	wh2_dlc09_tmb_ushabti_bow	3	False	tmb_ushabti		False		220	880	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc09_tmb_mon_ushabti_ror		1	monstrous_infantry	2	False	wh2_dlc09_tmb_mon_ushabti_ror	24	1	1350	wh_main_shp_transport	1	1	12	0	0	heavy		0	True	wh2_dlc09_vo_culture_Ushabti	wh2_dlc09_tmb_ushabti_bow	3	False	tmb_ushabti		False		300	1050	False	vo_culture_None	True	wh_main_vo_actor_default	0	False	False	1	False	False		0	True	1	True
wh2_dlc09_tmb_veh_skeleton_archer_chariot_0		0	chariot	1	False	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	48	0	1000	wh_main_shp_transport	1	1	24	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings	missile_chariot	3	False	default		False	composite_scene\porthole\tmb_skeleton_archer_chariot_porthole_01.csc	667	283	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	5	False	False		0	True	1	False
wh2_dlc09_tmb_veh_skeleton_chariot_0		0	chariot	1	False	wh2_dlc09_tmb_veh_skeleton_chariot_0	48	0	850	wh_main_shp_transport	1	1	24	0	0	heavy		0	True	wh2_dlc09_vo_culture_Tomb_Kings	chariot	2	False	default		False	composite_scene\porthole\tmb_skeleton_chariot_porthole_01.csc	800	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc10_def_cav_doomfire_warlocks_0		-1	melee_cavalry	2	False	wh2_dlc10_def_cav_doomfire_warlocks_0	120	0	1100	wh_main_shp_transport	1	1	60	1100	275	medium		0	True	wh2_main_vo_culture_Dark_Elves	wh2_dlc10_magic_melee_cav	3	False	emp_reiksguard		False		1100	0	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Mounted	0	True	False	6	False	False		0	True	1	False
wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0		1	melee_cavalry	3	False	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0	96	1	1550	wh_main_shp_transport	1	1	48	1550	388	heavy		0	True	wh2_main_vo_culture_Dark_Elves	wh2_main_cold_one	4	False	liz_cold_one_riders		False		1550	0	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Mounted	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_def_cav_raven_heralds_ror_0		1	missile_cavalry	1	False	wh2_dlc10_def_cav_raven_heralds_ror_0	48	1	900	wh_main_shp_transport	1	1	24	900	225	medium		0	True	wh2_main_vo_culture_Dark_Elves	wh2_dlc10_flying_missile_cavalry	2	False	emp_reiksguard		False		100	800	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Mounted	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_def_cav_slaanesh_harvesters_ror_0		1	melee_cavalry	1	False	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0	120	1	1450	wh_main_shp_transport	1	1	60	1450	363	medium		0	True	wh2_main_vo_culture_Dark_Elves	wh2_dlc10_magic_melee_cav	3	False	emp_reiksguard		False		1450	0	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Mounted	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0		1	melee_infantry	1	False	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	200	1	1450	wh_main_shp_transport	1	1	100	1450	362	medium		0	True	wh2_main_vo_culture_Dark_Elves	infantry_sword_great	4	False	wef_infantry_15_degrees		False		1450	0	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_def_inf_sisters_of_slaughter		-1	melee_infantry	2	False	wh2_dlc10_def_inf_sisters_of_slaughter	200	0	1000	wh_main_shp_transport	1	1	100	1100	275	medium		0	True	wh2_main_vo_culture_Dark_Elves	wh2_dlc10_def_whip_infantry	3	False	emp_soldier_15_degrees		False		1100	0	False	vo_culture_None	False	wh2_main_vo_actor_Dark_Elves_Sisters_of_Slaughter	0	True	False	6	False	False		0	True	1	False
wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0		1	melee_infantry	1	False	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	200	1	1000	wh_main_shp_transport	1	1	100	1000	250	medium		0	True	wh2_main_vo_culture_Dark_Elves	wh2_main_def_infantry_dual_daggers	3	False	emp_soldier_15_degrees		False		1050	0	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Witch_Elves_Inf	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_def_inf_the_bolt_fiends_ror_0		1	missile_infantry	1	False	wh2_dlc10_def_inf_the_bolt_fiends_ror_0	180	1	850	wh_main_shp_transport	1	1	90	850	213	medium		0	True	wh2_main_vo_culture_Dark_Elves	missile_infantry_bow	2	False	wef_infantry_15_degrees		False		150	750	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_def_inf_the_hellebronai_ror_0		1	melee_infantry	1	False	wh2_dlc10_def_inf_the_hellebronai_ror_0	240	1	650	wh_main_shp_transport	1	1	120	650	163	medium		0	True	wh2_main_vo_culture_Dark_Elves	infantry_spear	2	False	wef_infantry_30_degrees		False		650	0	False	vo_culture_None	True	wh2_main_vo_actor_Dark_Elves_Infantry	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_dwf_inf_giant_slayers		-1	melee_infantry	2	False	wh2_dlc10_dwf_inf_giant_slayers	160	0	1200	wh_main_shp_transport	1	1	80	1200	300	light		0	True	wh_main_vo_culture_Dwarf	infantry_axe_great	3	False	dwf_warrior_30_degrees		False		1200	0	False	vo_culture_None	False	wh_main_vo_actor_Dwarf_Unique	0	True	False	6	False	False		0	True	1	False
wh2_dlc10_hef_cav_the_fireborn_ror_0		1	melee_cavalry	3	False	wh2_dlc10_hef_cav_the_fireborn_ror_0	120	1	1800	wh_main_shp_transport	1	1	60	1800	450	heavy		0	True	wh2_main_vo_culture_High_Elves	shock_cavalry	4	False	emp_reiksguard		False		1850	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0		1	missile_cavalry	1	False	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0	120	1	800	wh_main_shp_transport	1	1	60	800	200	heavy		0	True	wh2_main_vo_culture_High_Elves	missile_cavalry_bow	2	False	emp_reiksguard		False		250	750	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_hef_inf_dryads_0		-1	melee_infantry	1	False	wh2_dlc10_hef_inf_dryads_0	200	0	550	wh_main_shp_transport	1	1	140	550	138	medium		0	True	wh_dlc05_vo_culture_Dryad	wh_dlc05_wef_dryad	2	False	wef_dryad		False		500	0	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc10_hef_inf_everqueens_court_guards_ror_0		1	missile_infantry	1	False	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0	160	1	1300	wh_main_shp_transport	1	1	80	1300	325	medium		0	True	wh2_main_vo_culture_High_Elves	missile_infantry_bow	3	False	hef_handmaidens_30		False		350	1050	False	vo_culture_None	True	wh2_dlc10_vo_actor_High_Elves_Sisters_of_Averlorn	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0		1	melee_infantry	1	False	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0	200	1	1500	wh_main_shp_transport	1	1	100	1500	375	heavy		0	True	wh2_main_vo_culture_High_Elves	infantry_spear_halberd	4	False	def_black_guard		False		1650	0	False	vo_culture_None	True	wh_vo_actor_silent	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_hef_inf_shadow_walkers_0		-1	missile_infantry	2	False	wh2_dlc10_hef_inf_shadow_walkers_0	120	0	1000	wh_main_shp_transport	1	1	60	1100	275	medium		0	True	wh2_main_vo_culture_High_Elves	missile_infantry_bow	3	False	wef_infantry_30_degrees		False		325	875	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False		0	True	1	False
wh2_dlc10_hef_inf_shadow_warriors_0		-1	missile_infantry	1	False	wh2_dlc10_hef_inf_shadow_warriors_0	160	0	850	wh_main_shp_transport	1	1	80	850	213	medium		0	True	wh2_main_vo_culture_High_Elves	missile_infantry_bow	2	False	wef_infantry_30_degrees		False		213	637	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False		0	True	1	False
wh2_dlc10_hef_inf_sisters_of_avelorn_0		-1	missile_infantry	2	False	wh2_dlc10_hef_inf_sisters_of_avelorn_0	160	0	1100	wh_main_shp_transport	1	1	80	1100	275	medium		0	True	wh2_main_vo_culture_High_Elves	missile_infantry_bow	3	False	hef_handmaidens_30		False		275	825	False	vo_culture_None	False	wh2_dlc10_vo_actor_High_Elves_Sisters_of_Averlorn	0	True	False	6	False	False		0	True	1	False
wh2_dlc10_hef_inf_the_grey_ror_0		1	missile_infantry	1	False	wh2_dlc10_hef_inf_the_grey_ror_0	160	1	1050	wh_main_shp_transport	1	1	80	1050	263	medium		0	True	wh2_main_vo_culture_High_Elves	missile_infantry_bow	3	False	wef_infantry_30_degrees		False		300	850	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0		1	melee_infantry	1	False	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0	240	1	800	wh_main_shp_transport	1	1	120	800	200	medium		0	True	wh2_main_vo_culture_High_Elves	infantry_spear	2	False	wef_infantry_15_degrees		False		750	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_hef_inf_the_silverpelts_ror_0		1	melee_infantry	1	False	wh2_dlc10_hef_inf_the_silverpelts_ror_0	200	1	1000	wh_main_shp_transport	1	1	100	1000	250	medium		0	True	wh2_main_vo_culture_High_Elves	infantry_axe_great	3	False	wef_infantry_30_degrees		False		1100	0	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_hef_inf_the_storm_riders_ror_0		1	missile_infantry	1	False	wh2_dlc10_hef_inf_the_storm_riders_ror_0	180	1	800	wh_main_shp_transport	1	1	90	800	200	medium		0	True	wh2_main_vo_culture_High_Elves	wh2_main_hef_missile_infantry_bow_spear	2	False	wef_infantry_30_degrees		False		300	550	False	vo_culture_None	True	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	1	False	False		0	True	1	True
wh2_dlc10_hef_mon_treekin_0		-1	monstrous_infantry	1	False	wh2_dlc10_hef_mon_treekin_0	32	0	900	wh_main_shp_transport	1	1	16	900	225	heavy		0	True	wh_dlc05_vo_culture_Treekin	monstrous_infantry	2	False	wef_tree_kin		False		900	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False		0	True	1	False
wh2_dlc11_cst_art_carronade		-1	warmachine	1	False	wh2_dlc11_cst_art_carronade	88	0	750	wh_main_shp_transport	1	1	44	750	188	medium		0	True	wh2_dlc11_vo_culture_Vampire_Coast	artillery_cannon	2	False	cst_zombie_deckhands		False		80	670	True	vo_culture_None	False	wh2_dlc11_vo_actor_VampireCoast_Zombie_Mob	0	True	False	6	False	False		0	True	1	False
wh2_dlc11_cst_art_mortar		-1	warmachine	1	False	wh2_dlc11_cst_art_mortar	88	0	600	wh_main_shp_transport	1	1	44	600	150	medium		0	True	wh2_dlc11_vo_culture_Vampire_Coast	artillery_mortar	2	False	cst_zombie_deckhands		False		60	540	True	vo_culture_None	False	wh2_dlc11_vo_actor_VampireCoast_Zombie_Mob	0	True	False	6	False	False		0	True	1	False
wh2_dlc11_cst_cav_deck_droppers_0		-1	war_beast	1	False	wh2_dlc11_cst_cav_deck_droppers_0	48	0	450	wh_main_shp_transport	1	1	24	450	113	heavy		0	True	wh2_dlc11_vo_culture_Deck_Dropper	wh2_dlc11_cst_deck_droppers_pistols	1	False	vamp_zombie		False	composite_scene\porthole\cst_zombie_deck_droppers_cutlass_and_pistol_porthole_idle_01.csc	150	300	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	4	False	False		0	True	1	False
wh2_dlc11_cst_cav_deck_droppers_1		-1	war_beast	1	False	wh2_dlc11_cst_cav_deck_droppers_1	48	0	500	wh_main_shp_transport	1	1	24	500	125	heavy		0	True	wh2_dlc11_vo_culture_Deck_Dropper	wh2_dlc11_cst_deck_droppers_bombs	2	False	vamp_zombie		False	composite_scene\porthole\cst_zombie_deck_droppers_bomber_porthole_idle_01.csc	150	400	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	4	False	False		0	True	1	False
