unit	land_unit	num_men	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	is_naval	weight	recruitment_cost	upkeep_cost	create_time	campaign_cap	multiplayer_cost	multiplayer_cap	caste	prestige	additional_building_requirement	religion_requirement	recruitment_movie	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
wh_dlc07_brt_art_blessed_field_trebuchet_0	wh_dlc07_brt_art_blessed_field_trebuchet_0	88	wh_main_shp_transport	1	1	44	False	very_heavy	1280	256	2	0	1280	2	warmachine	0					False	False	0	11996	True		wh_main_vo_culture_Bretonnian	catapult	catapult	3	False	emp_soldier_15_degrees		False	True		256	1024	True	vo_culture_None	False	wh_main_vo_actor_Bretonnian_Infantry	0	True	False	6	False	False	
wh_main_brt_art_field_trebuchet	wh_main_brt_art_field_trebuchet	88	wh_main_shp_transport	1	1	44	False	very_heavy	1150	230	1	0	1150	3	warmachine	0					False	False	0	8571	True		wh_main_vo_culture_Bretonnian	catapult	catapult	3	False	emp_soldier_15_degrees		False	True		230	920	True	vo_culture_None	False	wh_main_vo_actor_Bretonnian_Infantry	0	True	False	6	False	False	
wh_dlc03_bst_cav_razorgor_chariot_0	wh_dlc03_bst_cav_razorgor_chariot_0	16	wh_main_shp_transport	1	1	8	False	heavy	0	0	2	1	1980	2	chariot	0					False	False	0	8123	True		wh_dlc03_vo_culture_Beastmen	monstrous_chariot	monstrous_chariot	4	True	default		False	True	composite_scene/porthole/beastmen_razorgor_chariot_porthole_01.csc	1984	0	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	6	False	False	
wh_dlc03_bst_inf_bestigor_herd_0	wh_dlc03_bst_inf_bestigor_herd_0	200	wh_main_shp_transport	1	1	100	False	heavy	0	0	2	1	960	3	melee_infantry	0					False	False	0	8261	True		wh_dlc03_vo_culture_Beastmen	infantry_axe_great	infantry_axe_great	4	False	bst_gor_15		False	True		960	0	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	6	False	False	
wh_dlc03_bst_inf_centigors_0	wh_dlc03_bst_inf_centigors_0	120	wh_main_shp_transport	1	1	60	False	heavy	0	0	2	1	1200	2	melee_cavalry	0					False	False	0	8267	True		wh_dlc03_vo_culture_Beastmen	wh_dlc03_bst_centigor	wh_dlc03_bst_centigor	3	False	bst_centigor_40_degrees		False	True		1200	0	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	6	False	False	
wh_dlc03_bst_inf_centigors_1	wh_dlc03_bst_inf_centigors_1	120	wh_main_shp_transport	1	1	60	False	heavy	0	0	2	1	1300	2	melee_cavalry	0					False	False	0	10241	True		wh_dlc03_vo_culture_Beastmen	wh_dlc03_bst_centigor_missile	wh_dlc03_bst_centigor_missile	4	False	bst_centigor_40_degrees		False	True		454	842	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	5	False	False	
wh_dlc03_bst_inf_centigors_2	wh_dlc03_bst_inf_centigors_2	120	wh_main_shp_transport	1	1	60	False	heavy	0	0	2	1	1300	2	melee_cavalry	0					False	False	0	10249	True		wh_dlc03_vo_culture_Beastmen	wh_dlc03_bst_centigor_great_weapon	wh_dlc03_bst_centigor_great_weapon	4	False	bst_centigor_40_degrees		False	True		1296	0	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	6	False	False	
wh_dlc03_bst_inf_chaos_warhounds_0	wh_dlc03_bst_inf_chaos_warhounds_0	180	wh_main_shp_transport	1	1	90	False	heavy	0	0	1	-1	580	0	war_beast	0					False	False	0	8282	True		wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	war_beast	1	False	vamp_dire_wolf		False	True		580	0	False	wh_main_vo_culture_Vampire_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False	
wh_dlc03_bst_inf_chaos_warhounds_1	wh_dlc03_bst_inf_chaos_warhounds_1	180	wh_main_shp_transport	1	1	90	False	heavy	0	0	1	2	580	0	war_beast	0					False	False	0	11106	True		wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	war_beast	2	False	vamp_dire_wolf		False	True		580	0	False	wh_main_vo_culture_Vampire_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False	
wh_dlc03_bst_inf_gor_herd_0	wh_dlc03_bst_inf_gor_herd_0	240	wh_main_shp_transport	1	1	120	False	heavy	0	0	1	2	770	0	melee_infantry	0					False	False	0	8311	True		wh_dlc03_vo_culture_Beastmen	infantry_axe	infantry_axe	3	False	bst_gor_15		False	True		768	0	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	6	False	False	
wh_dlc03_bst_inf_gor_herd_1	wh_dlc03_bst_inf_gor_herd_1	240	wh_main_shp_transport	1	1	120	False	heavy	0	0	1	2	770	0	melee_infantry	0					False	False	0	10252	True		wh_dlc03_vo_culture_Beastmen	infantry_axe	infantry_axe	3	False	bst_gor_30		False	True		768	0	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	6	False	False	
wh_dlc03_bst_inf_minotaurs_0	wh_dlc03_bst_inf_minotaurs_0	24	wh_main_shp_transport	1	1	16	False	heavy	0	0	2	1	1130	2	monstrous_infantry	0					False	False	0	8345	True		wh_dlc03_vo_culture_Minotaur	monstrous_infantry	monstrous_infantry	4	True	bst_minotaur_15		False	True		1133	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	True	6	False	False	
wh_dlc03_bst_inf_minotaurs_1	wh_dlc03_bst_inf_minotaurs_1	24	wh_main_shp_transport	1	1	16	False	heavy	0	0	2	1	1130	2	monstrous_infantry	0					False	False	0	10267	True		wh_dlc03_vo_culture_Minotaur	monstrous_infantry	monstrous_infantry	4	True	bst_minotaur_25		False	True		1133	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	True	6	False	False	
wh_dlc03_bst_inf_minotaurs_2	wh_dlc03_bst_inf_minotaurs_2	24	wh_main_shp_transport	1	1	16	False	heavy	0	0	2	1	1210	2	monstrous_infantry	0					False	False	0	10271	True		wh_dlc03_vo_culture_Minotaur	wh_dlc03_minotaurs_great_weapon	wh_dlc03_minotaurs_great_weapon	5	True	bst_minotaur_15		False	True		1210	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	True	6	False	False	
wh_dlc03_bst_inf_razorgor_herd_0	wh_dlc03_bst_inf_razorgor_herd_0	16	wh_main_shp_transport	1	1	8	False	heavy	0	0	2	1	700	3	monstrous_cavalry	0					False	False	0	8358	True		wh_dlc03_vo_culture_Boar	wh_dlc03_bst_razorgor	wh_dlc03_bst_razorgor	4	True	bst_razorgor_herd		False	True		704	0	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False	
wh_dlc03_bst_inf_ungor_herd_1	wh_dlc03_bst_inf_ungor_herd_1	240	wh_main_shp_transport	1	1	120	False	light	0	0	1	2	480	0	melee_infantry	0					False	False	0	10291	True		wh_dlc03_vo_culture_Beastmen	infantry_axe	infantry_axe	3	False	bst_ungor_30		False	True		480	0	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Ungor	0	True	False	6	False	False	
wh_dlc03_bst_inf_ungor_raiders_0	wh_dlc03_bst_inf_ungor_raiders_0	200	wh_main_shp_transport	1	1	100	False	light	0	0	1	-1	480	0	melee_infantry	0					False	False	0	8376	True		wh_dlc03_vo_culture_Beastmen	missile_infantry_bow	missile_infantry_bow	2	False	bst_ungor_15		False	True		96	384	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Ungor	0	True	False	6	False	False	
wh_dlc03_bst_inf_ungor_spearmen_0	wh_dlc03_bst_inf_ungor_spearmen_0	240	wh_main_shp_transport	1	1	120	False	light	0	0	1	-1	480	0	melee_infantry	0					False	False	0	8386	True		wh_dlc03_vo_culture_Beastmen	infantry_spear	infantry_spear	1	False	bst_ungor_30		False	True		480	0	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Ungor	0	True	False	6	False	False	
wh_dlc03_bst_inf_ungor_spearmen_1	wh_dlc03_bst_inf_ungor_spearmen_1	240	wh_main_shp_transport	1	1	120	False	light	0	0	1	2	580	0	melee_infantry	0					False	False	0	10284	True		wh_dlc03_vo_culture_Beastmen	infantry_spear	infantry_spear	2	False	bst_ungor_15		False	True		576	0	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Ungor	0	True	False	6	False	False	
wh_dlc03_bst_mon_chaos_spawn_0	wh_dlc03_bst_mon_chaos_spawn_0	32	wh_main_shp_transport	1	1	16	False	heavy	0	0	1	1	1280	2	monstrous_infantry	0					False	False	0	8277	True		wh_dlc03_vo_culture_Spawn	monstrous_infantry	monstrous_infantry	4	True	chaos_spawn		False	True		1280	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False	
wh_dlc03_bst_mon_chaos_spawn_0_summoned	wh_dlc03_bst_mon_chaos_spawn_0_summoned	32	wh_main_shp_transport	1	1	16	False	heavy	0	0	1	-1	1280	0	monstrous_infantry	0					False	False	0	181402547	True		wh_dlc03_vo_culture_Spawn	monstrous_infantry	monstrous_infantry	4	True	chaos_spawn		False	True		1280	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	0	False	False	
wh_dlc05_bst_mon_harpies_0	wh_dlc05_bst_mon_harpies_0	160	wh_main_shp_transport	1	1	80	False	heavy	0	0	1	1	900	3	monstrous_infantry	0					False	False	0	12387	True		wh_dlc05_vo_culture_Harpy	wh_dlc05_bst_harpies	wh_dlc05_bst_harpies	4	False	default		False	True		896	0	False	vo_culture_None	False	wh_main_vo_actor_group_sound	0	True	False	6	False	False	
wh2_dlc17_bst_cav_tuskgor_chariot_0	wh2_dlc17_bst_cav_tuskgor_chariot_0	16	wh_main_shp_transport	1	1	8	False	heavy	0	0	1	1	1020	0	chariot	0					False	False	0	845268785	True		wh_dlc03_vo_culture_Beastmen	chariot	chariot	4	True	grn_boar_chariot		False	True	composite_scene/porthole/beastmen_razorgor_chariot_porthole_01.csc	1020	0	False	vo_culture_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	6	False	False	
wh_dlc01_chs_cav_gorebeast_chariot	wh_dlc01_chs_cav_gorebeast_chariot	16	wh_main_shp_transport	1	1	8	False	heavy	1660	332	2	0	1660	2	chariot	0					False	False	0	10539	True		wh_dlc01_vo_culture_Gorebeast	monstrous_chariot	monstrous_chariot	4	True	chaos_gorebeast_chariot		False	True	composite_scene\porthole\chaos_gorebeast_chariot_porthole_01.csc	1660	0	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	True	1	False	False	
wh_dlc01_chs_inf_chaos_warriors_2	wh_dlc01_chs_inf_chaos_warriors_2	140	wh_main_shp_transport	1	1	70	False	heavy	950	190	1	-1	950	0	melee_infantry	0					False	False	0	10521	True		wh_main_vo_culture_Chaos	infantry_axe_great	infantry_axe_great	3	False	chaos_warrior_15_degrees		False	True		950	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Infantry	0	True	False	6	False	False	
wh_dlc01_chs_inf_chosen_2	wh_dlc01_chs_inf_chosen_2	120	wh_main_shp_transport	1	1	60	False	heavy	1060	202	1	0	1060	2	melee_infantry	0					False	False	0	10513	True		wh_main_vo_culture_Chaos	infantry_spear_halberd	infantry_spear_halberd	4	False	chaos_warrior_30_degrees		False	True		1010	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Infantry	0	True	False	6	False	False	
wh_dlc01_chs_inf_forsaken_0	wh_dlc01_chs_inf_forsaken_0	120	wh_main_shp_transport	1	1	60	False	heavy	910	182	1	-1	910	0	melee_infantry	0					False	False	0	10526	True		wh_dlc01_vo_culture_Chaos_Forsaken	infantry_sword	infantry_sword	3	False	chaos_warrior_30_degrees		False	True		910	0	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False	
wh_dlc01_chs_mon_dragon_ogre	wh_dlc01_chs_mon_dragon_ogre	24	wh_main_shp_transport	1	1	16	False	heavy	1310	262	2	0	1310	2	monstrous_infantry	0					False	False	0	10530	True		wh_dlc01_vo_culture_Dragon_Ogre	chs_dragon_ogres	chs_dragon_ogres	4	True	chaos_dragon_ogre		False	True		1310	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	True	6	True	False	
wh_dlc01_chs_mon_trolls_1	wh_dlc01_chs_mon_trolls_1	32	wh_main_shp_transport	1	1	16	False	heavy	1150	230	2	0	1150	1	monstrous_infantry	0					False	False	0	10536	True		wh_main_vo_culture_Troll	monstrous_infantry	monstrous_infantry	3	True	grn_troll		False	True		1150	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False	
wh_main_chs_cav_chaos_chariot	wh_main_chs_cav_chaos_chariot	16	wh_main_shp_transport	1	1	8	False	heavy	1410	282	2	0	1410	3	chariot	0					False	False	0	9476	True		wh_main_vo_culture_Chaos	chariot	chariot	3	True	chaos_chariot		False	True	composite_scene\porthole\chaos_chariot_porthole_01.csc	1410	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Infantry	0	True	False	1	False	False	
wh_main_chs_cav_chaos_knights_0	wh_main_chs_cav_chaos_knights_0	80	wh_main_shp_transport	1	1	40	False	heavy	1280	256	2	0	1280	3	melee_cavalry	0					False	False	0	9457	True		wh_main_vo_culture_Chaos	cavalry	cavalry	4	False	emp_reiksguard		False	True		1280	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Infantry	0	True	False	6	False	False	
wh_main_chs_cav_chaos_knights_1	wh_main_chs_cav_chaos_knights_1	80	wh_main_shp_transport	1	1	40	False	heavy	1340	268	2	0	1340	3	melee_cavalry	0					False	False	0	9621	True		wh_main_vo_culture_Chaos	shock_cavalry	shock_cavalry	5	False	emp_reiksguard		False	True		1340	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Infantry	0	True	False	6	False	False	
wh_main_chs_cav_marauder_horsemen_0	wh_main_chs_cav_marauder_horsemen_0	120	wh_main_shp_transport	1	1	60	False	medium	770	154	1	-1	770	2	missile_cavalry	0					False	False	0	9101	True		wh_main_vo_culture_Chaos	missile_cavalry_javelin	missile_cavalry_javelin	1	False	emp_reiksguard		False	True		193	578	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Marauder	0	True	False	5	False	False	
wh_main_chs_cav_marauder_horsemen_1	wh_main_chs_cav_marauder_horsemen_1	120	wh_main_shp_transport	1	1	60	False	medium	860	172	1	-1	860	2	missile_cavalry	0					False	False	0	9637	True		wh_main_vo_culture_Chaos	missile_cavalry_axe	missile_cavalry_axe	2	False	emp_reiksguard		False	True		215	645	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Marauder	0	True	False	5	False	False	
wh_main_chs_inf_chaos_marauders_0	wh_main_chs_inf_chaos_marauders_0	200	wh_main_shp_transport	1	1	100	False	heavy	560	112	1	-1	560	0	melee_infantry	0					False	False	0	9389	True		wh_main_vo_culture_Chaos	infantry_axe	infantry_axe	1	False	chaos_warrior_15_degrees		False	True		560	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Marauder	0	True	False	6	False	False	
wh_main_chs_inf_chaos_marauders_1	wh_main_chs_inf_chaos_marauders_1	200	wh_main_shp_transport	1	1	100	False	heavy	720	144	1	-1	720	0	melee_infantry	0					False	False	0	9646	True		wh_main_vo_culture_Chaos	infantry_axe_great	infantry_axe_great	2	False	chaos_warrior_30_degrees		False	True		720	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Marauder	0	True	False	6	False	False	
wh_main_chs_inf_chaos_warriors_0	wh_main_chs_inf_chaos_warriors_0	140	wh_main_shp_transport	1	1	70	False	heavy	840	168	1	-1	840	0	melee_infantry	0					False	False	0	9211	True		wh_main_vo_culture_Chaos	infantry_axe	infantry_axe	3	False	chaos_warrior_45_degrees		False	True		840	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Infantry	0	True	False	6	False	False	
wh_main_chs_inf_chaos_warriors_1	wh_main_chs_inf_chaos_warriors_1	140	wh_main_shp_transport	1	1	70	False	heavy	950	190	1	-1	950	0	melee_infantry	0					False	False	0	9656	True		wh_main_vo_culture_Chaos	infantry_spear_halberd	infantry_spear_halberd	3	False	chaos_warrior_15_degrees		False	True		950	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Infantry	0	True	False	6	False	False	
wh_main_chs_inf_chosen_0	wh_main_chs_inf_chosen_0	120	wh_main_shp_transport	1	1	60	False	heavy	960	192	1	0	960	2	melee_infantry	0					False	False	0	9205	True		wh_main_vo_culture_Chaos	infantry_axe	infantry_axe	4	False	chaos_warrior_30_degrees		False	True		960	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Infantry	0	True	False	6	False	False	
wh_main_chs_inf_chosen_1	wh_main_chs_inf_chosen_1	120	wh_main_shp_transport	1	1	60	False	heavy	1060	202	1	0	1060	2	melee_infantry	0					False	False	0	9658	True		wh_main_vo_culture_Chaos	infantry_axe_great	infantry_axe_great	4	False	chaos_warrior_45_degrees		False	True		1010	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Infantry	0	True	False	6	False	False	
