key	category	class	short_description_text	historical_description_text	campaign_action_points	man_entity	man_animation	num_mounts	mount	num_animals	animal	spacing	rank_depth	morale	bonus_hit_points	armour	shield	primary_missile_weapon	accuracy	primary_ammo	primary_melee_weapon	melee_attack	charge_bonus	melee_defence	dismounted_melee_attack	dismounted_charge_bonus	strengths_&_weaknesses_text	supports_first_person	training_level	num_engines	officers	engine	articulated_record	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	capture_power	secondary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
wh_dlc07_brt_cha_alberic_bordeleaux_2	cavalry	com	wh_dlc07_unit_short_text_brt_alberic	wh_main_unit_long_text_brt_alberic_of_bordeleaux	2100	wh_main_infantry_standard_hero_blood	hu1_bretonnian_alberic_hr1_pegasus_lancer	1	wh_main_brt_mnt_royal_pegasus_faction_colours	0		wh_main_monstrous_cavalry	1	74	4475	mail_90	wh_missile_block_35_wood		10	0	sword_S4_A6_char	50	64	44	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	0.0	0	0	0	0	8	0	flying_melee_shock_highvalue	false	false	false	false
wh_dlc07_brt_cha_alberic_bordeleaux_3	war_beast	com	wh_dlc07_unit_short_text_brt_alberic	wh_main_unit_long_text_brt_alberic_of_bordeleaux	2100	wh_main_infantry_standard_hero_blood	hu1_bretonnian_bc2b_hippogryph_wb_alberic	1	wh_main_brt_mnt_hippogryph_lords_faction_colours	0		wh_main_monster	1	74	6125	mail_100	none		10	0	claw_S5_A8_char	50	85	46	33	20	placeholder	false	trained	0	wh_dlc07_brt_cha_alberic_bordeleaux_3			true	40.0	1500.0	0.0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	0.0	0	0	0	0	0	0	flying_melee_shock_highvalue	false	false	false	false
wh_dlc07_brt_cha_damsel_beasts_0	inf_melee	com	wh_dlc07_unit_short_text_brt_damsel_beasts	wh_main_unit_long_text_brt_damsel	2100	wh_main_infantry_standard_fast_hero_blood_dismembers	hu1b_bretonnian_staff_and_sword	0		0		wh_main_infantry	1	60	1775	body_5	none		10	0	sword_S3_A1_char	24	8	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	small	10.0	0	0	0	0	16	0	mage_highvalue	false	false	false	true
wh_dlc07_brt_cha_damsel_beasts_1	cavalry	com	wh_dlc07_unit_short_text_brt_damsel_beasts	wh_main_unit_long_text_brt_damsel	2100	wh_main_infantry_standard_fast_hero_blood_dismembers	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_main_brt_mnt_warhorse	0		wh_main_cavalry_chaotic	1	60	1775	leather_30	none		10	0	sword_S3_A1_char	24	24	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	0	0	16	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_damsel_beasts_2	cavalry	com	wh_dlc07_unit_short_text_brt_damsel_beasts	wh_main_unit_long_text_brt_damsel	2100	wh_main_infantry_standard_fast_hero_blood_dismembers	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_main_brt_mnt_warhorse_barded	0		wh_main_cavalry_chaotic	1	60	1775	mail_50	none		10	0	sword_S3_A1_char	24	24	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	0	0	16	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_damsel_beasts_3	cavalry	com	wh_dlc07_unit_short_text_brt_damsel_beasts	wh_main_unit_long_text_brt_damsel	2100	wh_main_infantry_standard_fast_hero_blood_dismembers	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_dlc05_wef_mnt_unicorn	0		wh_main_cavalry_chaotic	1	60	3875	leather_40	none		10	0	claw_S4_A3_char	40	62	32	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	16	0	8	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_damsel_life_0	inf_melee	com	wh_dlc07_unit_short_text_brt_damsel_life	wh_main_unit_long_text_brt_damsel	2100	wh_main_infantry_standard_fast_hero_blood_dismembers	hu1b_bretonnian_staff_and_sword	0		0		wh_main_infantry	1	60	1775	body_5	none		10	0	sword_S3_A1_char	24	8	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	small	10.0	0	0	0	0	16	0	mage_highvalue	false	false	false	true
wh_dlc07_brt_cha_damsel_life_1	cavalry	com	wh_dlc07_unit_short_text_brt_damsel_life	wh_main_unit_long_text_brt_damsel	2100	wh_main_infantry_standard_fast_hero_blood_dismembers	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_main_brt_mnt_warhorse	0		wh_main_cavalry_chaotic	1	60	1775	leather_30	none		10	0	sword_S3_A1_char	24	24	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	0	0	16	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_damsel_life_2	cavalry	com	wh_dlc07_unit_short_text_brt_damsel_life	wh_main_unit_long_text_brt_damsel	2100	wh_main_infantry_standard_fast_hero_blood_dismembers	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_main_brt_mnt_warhorse_barded	0		wh_main_cavalry_chaotic	1	60	1775	mail_50	none		10	0	sword_S3_A1_char	24	24	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	0	0	16	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_damsel_life_3	cavalry	com	wh_dlc07_unit_short_text_brt_damsel_life	wh_main_unit_long_text_brt_damsel	2100	wh_main_infantry_standard_fast_hero_blood_dismembers	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_dlc05_wef_mnt_unicorn	0		wh_main_cavalry_chaotic	1	60	3875	leather_40	none		10	0	claw_S4_A3_char	40	62	32	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	16	0	8	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_fay_enchantress_0	inf_melee	com	wh_dlc07_unit_short_text_brt_fay_enchantress	wh_dlc07_unit_long_text_brt_fay_enchantress	2100	wh_dlc05_wef_spellsinger_blood	hu1b_bretonnian_fay_enchantress	0		0		wh_main_infantry	1	74	2225	body_5	none		10	0	sword_S3_A1_mag_char	34	10	32	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	small	10.0	0	0	8	0	16	8	mage_highvalue	false	false	false	true
wh_dlc07_brt_cha_fay_enchantress_1	cavalry	com	wh_dlc07_unit_short_text_brt_fay_enchantress	wh_dlc07_unit_long_text_brt_fay_enchantress	2100	wh_main_infantry_standard_hero_blood	hu1b_bretonnian_hr1_warhorse_unarmed	1	wh_dlc07_brt_mnt_silvaron_hero	0		wh_main_monstrous_cavalry	1	74	4475	leather_40	none		10	0	claw_S4_A3_mag_char	42	63	34	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	24	0	8	8	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_green_knight_0	cavalry	com	wh_dlc07_unit_short_text_brt_green_knight	wh_dlc07_unit_long_text_brt_green_knight	2100	wh_dlc07_brt_cha_rider_hero_ethereal	hu1_empire_hr1_warhorse_sword_and_shield_gk	1	wh_dlc07_brt_mnt_shadowsteed_hero	0		wh_main_monstrous_cavalry	1	74	2675	mail_70	wh_missile_block_35_wood		10	0	sword_S5_A5_mag_char	62	37	56	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_encourage_fear_terror_vanguard_hideforest_unbreakable_strider	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	ethereal	0.0	0	0	0	80	16	0	melee_cav_shock_highvalue	false	false	false	false
wh_dlc07_brt_cha_prophetess_0	inf_melee	com	wh_dlc07_unit_short_text_brt_prophetess_life	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_bretonnian_staff_and_sword	0		0		wh_main_infantry	1	68	2225	body_5	none		10	0	sword_S3_A1_char	24	8	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	small	10.0	0	0	0	0	16	0	mage_highvalue	false	false	false	true
wh_dlc07_brt_cha_prophetess_1	cavalry	com	wh_dlc07_unit_short_text_brt_prophetess_life	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_main_brt_mnt_warhorse	0		wh_main_monstrous_cavalry	1	68	2225	leather_30	none		10	0	sword_S3_A1_char	24	24	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	0	0	16	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_prophetess_2	cavalry	com	wh_dlc07_unit_short_text_brt_prophetess_life	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_main_brt_mnt_warhorse_barded	0		wh_main_monstrous_cavalry	1	68	2225	mail_50	none		10	0	sword_S3_A1_char	24	24	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	0	0	16	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_prophetess_3	cavalry	com	wh_dlc07_unit_short_text_brt_prophetess_life	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_elf_hr1_pegasus_staff_and_sword	1	wh_main_brt_mnt_royal_pegasus	0		wh_main_monstrous_cavalry	1	68	4475	leather_40	none		10	0	sword_S4_A3_char	34	46	28	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	0.0	0	0	0	0	8	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_prophetess_beasts_0	inf_melee	com	wh_dlc07_unit_short_text_brt_prophetess_beasts	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_bretonnian_staff_and_sword	0		0		wh_main_infantry	1	68	2225	body_5	none		10	0	sword_S3_A1_char	24	8	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	small	10.0	0	0	0	0	16	0	mage_highvalue	false	false	false	true
wh_dlc07_brt_cha_prophetess_beasts_1	cavalry	com	wh_dlc07_unit_short_text_brt_prophetess_beasts	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_main_brt_mnt_warhorse	0		wh_main_monstrous_cavalry	1	68	2225	leather_30	none		10	0	sword_S3_A1_char	24	24	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	0	0	16	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_prophetess_beasts_2	cavalry	com	wh_dlc07_unit_short_text_brt_prophetess_beasts	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_main_brt_mnt_warhorse_barded	0		wh_main_monstrous_cavalry	1	68	2225	mail_50	none		10	0	sword_S3_A1_char	24	24	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	0	0	16	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_prophetess_beasts_3	cavalry	com	wh_dlc07_unit_short_text_brt_prophetess_beasts	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_elf_hr1_pegasus_staff_and_sword	1	wh_main_brt_mnt_royal_pegasus	0		wh_main_monstrous_cavalry	1	68	4475	leather_40	none		10	0	sword_S4_A3_char	34	46	28	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	0.0	0	0	0	0	8	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_prophetess_heavens_0	inf_melee	com	wh_dlc07_unit_short_text_brt_prophetess_heavens	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_bretonnian_staff_and_sword	0		0		wh_main_infantry	1	68	2225	body_5	none		10	0	sword_S3_A1_char	24	8	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	small	10.0	0	0	0	0	16	0	mage_highvalue	false	false	false	true
wh_dlc07_brt_cha_prophetess_heavens_1	cavalry	com	wh_dlc07_unit_short_text_brt_prophetess_heavens	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_main_brt_mnt_warhorse	0		wh_main_monstrous_cavalry	1	68	2225	leather_30	none		10	0	sword_S3_A1_char	24	24	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	0	0	16	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_prophetess_heavens_2	cavalry	com	wh_dlc07_unit_short_text_brt_prophetess_heavens	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_bretonnian_hr1_warhorse_staff_and_sword	1	wh_main_brt_mnt_warhorse_barded	0		wh_main_monstrous_cavalry	1	68	2225	mail_50	none		10	0	sword_S3_A1_char	24	24	24	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	8.0	0	0	0	0	16	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_cha_prophetess_heavens_3	cavalry	com	wh_dlc07_unit_short_text_brt_prophetess_heavens	wh_dlc07_unit_long_text_brt_prophetess	2100	wh_main_infantry_standard_hero_blood	hu1b_elf_hr1_pegasus_staff_and_sword	1	wh_main_brt_mnt_royal_pegasus	0		wh_main_monstrous_cavalry	1	68	4475	leather_40	none		10	0	sword_S4_A3_char	34	46	28	33	20	placeholder	false	trained	0	A_blank_record			false	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0	large	0.0	0	0	0	0	8	0	mage_highvalue	false	false	false	false
wh_dlc07_brt_inf_battle_pilgrims_0	inf_melee	inf_mel	wh_dlc07_unit_short_text_brt_battle_pilgrims	wh_dlc07_unit_long_text_brt_battle_pilgrims	2100	wh_main_infantry_standard_blood_dismembers	hu1_empire_sword_and_shield	0		0		wh_dlc07_brt_infantry_rabble	6	68	55	leather_30	wh_missile_block_35_wood		10	0	sword_S3_A1	18	8	28	40	25	placeholder	false	trained	0	seb_whii_brt_foot_officer_pilgrim			true	40.0	1500.0	0.0	wh_expendable_hideForest	60	80	0	false	vo_sel_bretonnian_battle_pilgrim	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	melee	false	false	false	true
wh_dlc07_brt_inf_foot_squires_0	inf_melee	inf_mel	wh_dlc07_unit_short_text_brt_foot_squires	wh_dlc07_unit_long_text_brt_foot_squires	2100	wh_main_infantry_slow_blood_dismembers	hu1_empire_2handed_sword	0		0		wh_main_infantry_greatswords	6	60	55	mail_50	none		10	0	sword_S5_A1	27	18	21	71	13	placeholder	false	trained	0	seb_whii_brt_foot_officer_squire			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_bretonnian_foot_squires	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	melee	false	false	false	true
wh_dlc07_brt_inf_grail_reliquae_0	inf_melee	inf_mel	wh_dlc07_unit_short_text_brt_grail_reliquae	wh_dlc07_unit_long_text_brt_grail_reliquae	2100	wh_main_infantry_standard_blood_dismembers	hu1_empire_sword_and_shield	0		0		wh_dlc07_brt_infantry_rabble	6	68	55	leather_30	wh_missile_block_35_wood		10	0	sword_S3_A1	18	8	28	40	25	placeholder	false	trained	0	CTT_grail_relic			true	40.0	1500.0	0.0	wh_expendable_hideForest	60	80	0	false	vo_sel_bretonnian_grail_reliquae	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	0	0	0	0	melee_mage	false	false	false	true
wh_dlc07_brt_inf_men_at_arms_1	inf_melee	inf_mel	wh_main_unit_short_text_brt_men_at_arms	wh_main_unit_long_text_brt_men_at_arms	2100	wh_main_infantry_standard_blood_dismembers	hu1_empire_sword	0		0		wh_main_infantry	7	52	55	leather_30	none		10	0	sword_S3_A1	18	8	20	40	25	placeholder	false	trained	0	seb_whii_brt_foot_infantry			true	40.0	1500.0	0.0	wh_expendable_hideForest	60	80	0	false	vo_sel_bretonnian_men_at_arms	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	melee	false	false	false	true
wh_dlc07_brt_inf_men_at_arms_2	inf_melee	inf_mel	wh_main_unit_short_text_brt_men_at_arms	wh_main_unit_long_text_brt_men_at_arms	2100	wh_main_infantry_standard_blood_dismembers	hu1_empire_sword_and_shield	0		0		wh_main_infantry	7	52	55	leather_30	wh_missile_block_55_wood		10	0	sword_S3_A1	18	8	28	40	25	placeholder	false	trained	0	seb_whii_brt_foot_infantry			true	40.0	1500.0	0.0	wh_expendable_hideForest	60	80	0	false	vo_sel_bretonnian_men_at_arms_shield	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	melee	false	false	false	true
wh_dlc07_brt_inf_peasant_bowmen_1	inf_ranged	inf_mis	wh_dlc07_unit_short_text_brt_peasant_bowmen_fire	wh_main_unit_long_text_brt_peasant_bowmen	2100	wh_main_infantry_standard_light_blood_dismembers	hu1_bretonnian_sword_and_longbow	0		0		wh_main_infantry_ranged	5	38	55	body_5	none	Longbow_STR3_BS3_fire	10	22	sword_S3_A1	14	8	15	7	1	placeholder	false	trained	0	seb_whii_brt_foot_officer_archer			true	40.0	1500.0	0.0	wh_expendable_hideForest	60	80	0	false	vo_sel_bretonnian_peasant_bowmen	vo_sel_missile	vo_sel_culture	1.0	small	10.0	0	0	0	0	0	0	ranged	true	false	false	true
